f1,precision,recall,TP,TN,FP,FN,ROC/AUC,threshold,Hit@100%,Hit@150%,NDCG@100%,NDCG@150%
0.6512560986455092,0.48286603609242934,0.9999999677419366,310.0,1622.0,332.0,0.0,0.9150460593654043,9.950330614473798e-05,1.0,1.0,0.9999999999999998,0.9999999999999998
